county_fips,state_fips,cases,deaths
21133,21000,261,2.0
21135,21000,255,15.0
21137,21000,258,16.0
21139,21000,107,1.0
21141,21000,663,30.0
21143,21000,92,4.0
21145,21000,899,11.0
21147,21000,228,1.0
21149,21000,115,1.0
21151,21000,2091,9.0
21153,21000,117,0.0
21155,21000,302,10.0
21157,21000,393,4.0
21159,21000,107,3.0
21161,21000,143,2.0
21163,21000,322,3.0
21165,21000,74,1.0
21167,21000,299,5.0
21169,21000,154,2.0
21171,21000,237,4.0
21173,21000,349,4.0
21175,21000,99,0.0
21177,21000,891,13.0
21179,21000,618,4.0
21181,21000,80,1.0
21183,21000,551,9.0
21185,21000,1272,26.0
21187,21000,108,2.0
21189,21000,55,1.0
21191,21000,108,0.0
21193,21000,392,9.0
21195,21000,646,3.0
21197,21000,128,0.0
21199,21000,921,12.0
21201,21000,13,1.0
21203,21000,254,1.0
21205,21000,306,1.0
21207,21000,316,7.0
21209,21000,956,16.0
21211,21000,1217,24.0
21213,21000,309,9.0
21215,21000,248,0.0
21217,21000,388,7.0
21219,21000,241,8.0
21221,21000,214,0.0
21223,21000,77,0.0
21225,21000,441,5.0
21227,21000,4754,57.0
21229,21000,177,1.0
21231,21000,210,0.0
21233,21000,263,4.0
21235,21000,649,3.0
21237,21000,57,0.0
21239,21000,330,0.0
22001,22000,3034,99.0
22003,22000,1771,52.0
22005,22000,3876,98.0
22007,22000,778,24.0
22009,22000,1646,62.0
22011,22000,1033,39.0
22013,22000,549,33.0
22015,22000,3692,111.0
22017,22000,9348,380.0
22019,22000,8095,221.0
22021,22000,324,3.0
22023,22000,236,2.0
22025,22000,453,12.0
22027,22000,584,23.0
22029,22000,558,15.0
22031,22000,964,35.0
22033,22000,15504,451.0
22035,22000,557,6.0
22037,22000,1773,75.0
22039,22000,1376,36.0
22041,22000,1255,44.0
22043,22000,512,30.0
22045,22000,3026,92.0
22047,22000,1433,58.0
22049,22000,758,22.0
22051,22000,18116,578.0
22053,22000,1298,42.0
22055,22000,9209,136.0
22057,22000,3793,123.0
22059,22000,458,10.0
22061,22000,1574,48.0
22063,22000,3982,76.0
22065,22000,891,8.0
22067,22000,859,23.0
22069,22000,1306,26.0
22071,22000,13057,588.0
22073,22000,6648,153.0
22075,22000,813,19.0
22077,22000,1080,40.0
22079,22000,4460,152.0
22081,22000,374,24.0
22083,22000,831,15.0
22085,22000,926,14.0
22087,22000,1488,31.0
22089,22000,1886,62.0
22091,22000,421,4.0
22093,22000,825,40.0
22095,22000,1613,105.0
22097,22000,3485,130.0
22099,22000,2149,61.0
22101,22000,1982,83.0
22103,22000,7451,269.0
22105,22000,4822,122.0
22107,22000,184,2.0
22109,22000,3747,121.0
22111,22000,1042,49.0
22113,22000,2079,68.0
22115,22000,1105,54.0
22117,22000,1703,68.0
22119,22000,1392,32.0
22121,22000,934,42.0
22123,22000,357,10.0
22125,22000,746,25.0
22127,22000,657,19.0
23001,23000,823,10.0
23003,23000,53,1.0
23005,23000,2396,70.0
23007,23000,71,1.0
23009,23000,56,1.0
23011,23000,274,11.0
23013,23000,53,1.0
23015,23000,51,1.0
23017,23000,161,2.0
23019,23000,270,6.0
23021,23000,10,0.0
23023,23000,73,0.0
23025,23000,128,8.0
23027,23000,85,14.0
23029,23000,20,0.0
23031,23000,1292,17.0
24001,24000,536,23.0
24003,24000,10998,260.0
24005,24000,19199,647.0
24009,24000,1079,28.0
24011,24000,686,8.0
24013,24000,2102,127.0
24015,24000,1191,36.0
24017,24000,2964,101.0
24019,24000,644,10.0
24021,24000,4407,135.0
24023,24000,87,1.0
24025,24000,3321,77.0
24027,24000,5493,123.0
24029,24000,327,24.0
24031,24000,23966,859.0
24033,24000,31343,840.0
24035,24000,712,26.0
24037,24000,1375,59.0
24039,24000,358,4.0
24041,24000,593,6.0
24043,24000,2039,41.0
24045,24000,2248,49.0
24047,24000,1144,30.0
24510,24000,16601,495.0
25001,25000,1878,178.0
25003,25000,732,51.0
25005,25000,10739,725.0
25007,25000,70,0.0
25009,25000,21380,1313.0
25011,25000,426,71.0
25013,25000,8854,792.0
25015,25000,1364,150.0
25017,25000,29358,2196.0
25019,25000,131,1.0
25021,25000,10942,1084.0
25023,25000,10380,784.0
25025,25000,25824,1148.0
25027,25000,15189,1131.0
26001,26000,50,2.0
26003,26000,68,0.0
26005,26000,961,7.0
26007,26000,148,14.0
26009,26000,85,0.0
26011,26000,84,3.0
26013,26000,62,4.0
26015,26000,476,4.0
26017,26000,1158,55.0
26019,26000,97,2.0
26021,26000,2219,77.0
26023,26000,1546,33.0
26025,26000,1978,51.0
26027,26000,732,22.0
26029,26000,127,4.0
26031,26000,104,2.0
26033,26000,96,0.0
26035,26000,168,6.0
26037,26000,821,14.0
26039,26000,132,5.0
26041,26000,888,15.0
26043,26000,355,4.0
26045,26000,852,10.0
26047,26000,180,4.0
26049,26000,5525,315.0
26051,26000,139,2.0
26053,26000,206,2.0
26055,26000,605,12.0
26057,26000,383,16.0
26059,26000,411,27.0
26061,26000,821,5.0
26063,26000,251,5.0
26065,26000,4128,57.0
26067,26000,685,8.0
26069,26000,252,14.0
26071,26000,310,16.0
26073,26000,869,15.0
26075,26000,3095,79.0
26077,26000,3817,98.0
26079,26000,102,4.0
26081,26000,11823,173.0
26083,26000,16,0.0
26085,26000,40,0.0
26087,26000,1042,45.0
26089,26000,123,1.0
26091,26000,1697,22.0
26093,26000,1698,33.0
26095,26000,279,0.0
26097,26000,118,0.0
26099,26000,16564,1052.0
26101,26000,111,3.0
26103,26000,580,12.0
26105,26000,157,1.0
26107,26000,315,3.0
26109,26000,571,3.0
26111,26000,748,13.0
26113,26000,70,1.0
26115,26000,1714,29.0
26117,26000,436,7.0
26119,26000,18,0.0
26121,26000,2744,77.0
26123,26000,479,2.0
26125,26000,22324,1222.0
26127,26000,553,6.0
26129,26000,80,5.0
26131,26000,59,0.0
26133,26000,112,0.0
26135,26000,50,1.0
26137,26000,214,12.0
26139,26000,4104,70.0
26141,26000,31,1.0
26143,26000,122,4.0
26145,26000,3280,148.0
26147,26000,1205,61.0
26149,26000,981,12.0
26151,26000,161,7.0
26153,26000,49,0.0
26155,26000,593,32.0
26157,26000,556,34.0
26159,26000,882,18.0
26161,26000,4832,126.0
26163,26000,37452,3013.0
26165,26000,145,4.0
27001,27000,123,1.0
27003,27000,7485,144.0
27005,27000,403,2.0
27007,27000,657,6.0
27009,27000,715,4.0
27011,27000,110,0.0
27013,27000,1880,7.0
27015,27000,271,3.0
27017,27000,351,1.0
27019,27000,1609,7.0
27021,27000,261,4.0
27023,27000,322,2.0
27025,27000,717,2.0
27027,27000,1773,42.0
27029,27000,52,0.0
27031,27000,9,0.0
27033,27000,252,0.0
27035,27000,748,20.0
27037,27000,8673,132.0
27039,27000,338,0.0
27041,27000,523,3.0
27043,27000,187,0.0
27045,27000,207,0.0
27047,27000,593,4.0
27049,27000,461,11.0
27051,27000,82,4.0
27053,27000,30698,955.0
27055,27000,164,1.0
27057,27000,214,1.0
27059,27000,437,1.0
27061,27000,585,16.0
27063,27000,176,1.0
27065,27000,163,9.0
27067,27000,1349,4.0
27069,27000,17,0.0
27071,27000,146,4.0
27073,27000,107,2.0
27075,27000,87,0.0
27077,27000,39,1.0
27079,27000,546,5.0
27081,27000,149,0.0
27083,27000,842,5.0
27085,27000,547,3.0
27087,27000,76,1.0
27089,27000,70,1.0
27091,27000,551,16.0
27093,27000,276,3.0
27095,27000,268,3.0
27097,27000,444,3.0
27099,27000,1431,7.0
27101,27000,219,3.0
27103,27000,630,17.0
27105,27000,2064,16.0
27107,27000,85,0.0
27109,27000,2861,28.0
27111,27000,615,6.0
27113,27000,145,1.0
27115,27000,461,0.0
27117,27000,305,15.0
27119,27000,417,4.0
27121,27000,124,0.0
27123,27000,12532,335.0
27125,27000,47,2.0
27127,27000,216,8.0
27129,27000,210,10.0
27131,27000,1498,8.0
27133,27000,250,1.0
27135,27000,158,0.0
27137,27000,2299,55.0
27139,27000,2969,34.0
27141,27000,1381,16.0
27143,27000,225,3.0
27145,27000,4758,31.0
27147,27000,659,2.0
27149,27000,147,1.0
27151,27000,174,1.0
27153,27000,605,2.0
27155,27000,46,0.0
27157,27000,279,0.0
27159,27000,131,0.0
27161,27000,878,9.0
27163,27000,4723,62.0
27165,27000,550,4.0
27167,27000,102,4.0
27169,27000,1081,18.0
27171,27000,2093,10.0
27173,27000,246,4.0
28001,28000,1008,41.0
28003,28000,907,12.0
28005,28000,397,13.0
28007,28000,728,25.0
28009,28000,282,4.0
28011,28000,1962,75.0
28013,28000,578,12.0
28015,28000,346,12.0
28017,28000,794,24.0
28019,28000,198,6.0
28021,28000,524,16.0
28023,28000,691,48.0
28025,28000,651,21.0
28027,28000,1215,35.0
28029,28000,1304,35.0
28031,28000,886,25.0
28033,28000,6302,77.0
28035,28000,2863,76.0
28037,28000,213,3.0
28039,28000,908,16.0
28041,28000,439,17.0
28043,28000,1180,37.0
28045,28000,706,27.0
28047,28000,4521,80.0
28049,28000,7528,168.0
28051,28000,1123,60.0
28053,28000,389,16.0
28055,28000,106,3.0
28057,28000,1040,24.0
28059,28000,4130,75.0
28061,28000,651,16.0
28063,28000,255,10.0
28065,28000,379,11.0
28067,28000,2739,81.0
28069,28000,311,15.0
28071,28000,2376,42.0
28073,28000,2035,38.0
28075,28000,2278,129.0
28077,28000,479,14.0
28079,28000,1076,39.0
28081,28000,3290,78.0
28083,28000,1553,84.0
28085,28000,1278,54.0
28087,28000,1698,61.0
28089,28000,3552,92.0
28091,28000,915,42.0
28093,28000,1228,24.0
28095,28000,1402,72.0
28097,28000,520,23.0
28099,28000,1767,109.0
28101,28000,832,27.0
28103,28000,588,16.0
28105,28000,1913,54.0
28107,28000,1612,36.0
28109,28000,1036,55.0
28111,28000,465,21.0
28113,28000,1334,55.0
28115,28000,1407,19.0
28117,28000,967,19.0
28119,28000,407,6.0
28121,28000,3658,86.0
28123,28000,1206,29.0
28125,28000,273,14.0
28127,28000,1161,48.0
28129,28000,573,16.0
28131,28000,433,14.0
28133,28000,1545,49.0
28135,28000,812,25.0
28137,28000,1099,39.0
28139,28000,812,19.0
28141,28000,766,40.0
28143,28000,515,17.0
28145,28000,1102,24.0
28147,28000,628,27.0
28149,28000,1481,54.0
28151,28000,2456,93.0
28153,28000,960,21.0
28155,28000,360,13.0
28157,28000,319,19.0
28159,28000,798,21.0
28161,28000,472,14.0
28163,28000,1126,33.0
29001,29000,436,0.0
29003,29000,342,3.0
29005,29000,68,0.0
29007,29000,822,5.0
29009,29000,584,8.0
29011,29000,318,2.0
29013,29000,186,3.0
29015,29000,421,5.0
29017,29000,392,2.0
29019,29000,5299,14.0
29021,29000,3292,38.0
29023,29000,834,8.0
29025,29000,130,1.0
29027,29000,858,4.0
29029,29000,1302,21.0
29031,29000,2467,40.0
29033,29000,155,2.0
29035,29000,137,3.0
29037,29000,1838,29.0
29039,29000,180,2.0
29041,29000,54,1.0
29043,29000,1929,8.0
29045,29000,85,0.0
29047,29000,2134,44.0
29049,29000,333,0.0
29051,29000,2095,16.0
29053,29000,515,3.0
29055,29000,481,7.0
29057,29000,107,0.0
29059,29000,242,1.0
29061,29000,172,1.0
29063,29000,189,2.0
29065,29000,197,2.0
29067,29000,248,3.0
29069,29000,948,11.0
29071,29000,2073,33.0
29073,29000,186,24.0
29075,29000,148,10.0
29077,29000,8551,116.0
29079,29000,230,7.0
29081,29000,145,1.0
29083,29000,289,5.0
29085,29000,150,3.0
29087,29000,95,1.0
29089,29000,200,2.0
29091,29000,881,4.0
29093,29000,73,0.0
29095,29000,8319,116.0
29097,29000,2406,33.0
29099,29000,5339,69.0
29101,29000,1272,10.0
29103,29000,55,1.0
29105,29000,920,12.0
29107,29000,673,19.0
29109,29000,823,13.0
29111,29000,150,2.0
29113,29000,948,3.0
29115,29000,144,1.0
29117,29000,518,5.0
29119,29000,1222,13.0
29121,29000,182,0.0
29123,29000,367,1.0
29125,29000,109,0.0
29127,29000,765,14.0
29129,29000,32,0.0
29131,29000,633,3.0
29133,29000,344,4.0
29135,29000,399,5.0
29137,29000,100,1.0
29139,29000,90,1.0
29141,29000,497,5.0
29143,29000,653,17.0
29145,29000,1521,14.0
29147,29000,910,10.0
29149,29000,173,0.0
29151,29000,250,3.0
29153,29000,158,1.0
29155,29000,616,11.0
29157,29000,707,8.0
29159,29000,1395,22.0
29161,29000,589,15.0
29163,29000,275,4.0
29165,29000,802,12.0
29167,29000,973,19.0
29169,29000,819,8.0
29171,29000,41,1.0
29173,29000,168,0.0
29175,29000,414,2.0
29177,29000,208,2.0
29179,29000,45,0.0
29181,29000,161,1.0
29183,29000,9490,141.0
29185,29000,91,0.0
29186,29000,249,1.0
29187,29000,2597,18.0
29189,29000,26881,850.0
29195,29000,852,9.0
29197,29000,31,0.0
29199,29000,45,1.0
29201,29000,1114,17.0
29203,29000,174,2.0
29205,29000,86,1.0
29207,29000,665,15.0
29209,29000,570,6.0
29211,29000,247,0.0
29213,29000,1480,38.0
29215,29000,458,2.0
29217,29000,255,2.0
29219,29000,610,1.0
29221,29000,544,12.0
29223,29000,260,1.0
29225,29000,920,6.0
29227,29000,22,0.0
29229,29000,486,0.0
29510,29000,7649,217.0
30001,30000,213,1.0
30003,30000,1072,30.0
30005,30000,155,2.0
30007,30000,26,0.0
30009,30000,182,0.0
30011,30000,11,0.0
30013,30000,1178,6.0
30015,30000,48,0.0
30017,30000,156,2.0
30019,30000,11,0.0
30021,30000,138,1.0
30023,30000,271,0.0
30025,30000,27,0.0
30027,30000,134,1.0
30029,30000,2209,23.0
30031,30000,2089,4.0
30033,30000,19,0.0
30035,30000,678,1.0
30037,30000,5,0.0
30039,30000,41,0.0
30041,30000,433,8.0
30043,30000,112,0.0
30045,30000,11,0.0
30047,30000,372,1.0
30049,30000,511,3.0
30051,30000,27,0.0
30053,30000,208,3.0
30055,30000,36,0.0
30057,30000,126,1.0
30059,30000,43,2.0
30061,30000,9,0.0
30063,30000,1447,5.0
30065,30000,49,1.0
30067,30000,161,0.0
30069,30000,3,0.0
30071,30000,132,0.0
30073,30000,120,1.0
30075,30000,39,0.0
30077,30000,27,0.0
30079,30000,28,0.0
30081,30000,262,2.0
30083,30000,166,2.0
30085,30000,703,13.0
30087,30000,709,20.0
30089,30000,82,1.0
30091,30000,34,0.0
30093,30000,390,0.0
30095,30000,124,3.0
30097,30000,57,2.0
30099,30000,59,0.0
30101,30000,288,6.0
30103,30000,10,0.0
30105,30000,200,2.0
30107,30000,53,1.0
30109,30000,34,0.0
30111,30000,4559,77.0
31001,31000,662,12.0
31003,31000,128,1.0
31005,31000,3,0.0
31007,31000,2,0.0
31009,31000,3,0.0
31011,31000,117,0.0
31013,31000,127,1.0
31015,31000,44,0.0
31017,31000,62,0.0
31019,31000,1421,6.0
31021,31000,96,1.0
31023,31000,177,1.0
31025,31000,420,3.0
31027,31000,117,0.0
31029,31000,98,0.0
31031,31000,56,4.0
31033,31000,56,0.0
31035,31000,109,0.0
31037,31000,830,5.0
31039,31000,219,1.0
31041,31000,148,4.0
31043,31000,2445,44.0
31045,31000,170,0.0
31047,31000,1158,14.0
31049,31000,4,0.0
31051,31000,136,2.0
31053,31000,1416,15.0
31055,31000,18708,209.0
31057,31000,15,1.0
31059,31000,66,1.0
31061,31000,61,0.0
31063,31000,20,0.0
31065,31000,67,2.0
31067,31000,351,5.0
31069,31000,13,0.0
31071,31000,13,0.0
31073,31000,51,0.0
31075,31000,2,0.0
31077,31000,42,0.0
31079,31000,2272,48.0
31081,31000,197,13.0
31083,31000,37,0.0
31085,31000,5,0.0
31087,31000,23,0.0
31089,31000,175,1.0
31091,31000,18,1.0
31093,31000,117,5.0
31095,31000,43,0.0
31097,31000,84,0.0
31099,31000,206,0.0
31101,31000,74,0.0
31103,31000,8,0.0
31105,31000,27,0.0
31107,31000,228,0.0
31109,31000,7714,32.0
31111,31000,576,4.0
31113,31000,8,0.0
31115,31000,5,0.0
31117,31000,7,0.0
31119,31000,1022,7.0
31121,31000,107,1.0
31123,31000,83,0.0
31125,31000,66,0.0
31127,31000,150,0.0
31129,31000,40,0.0
31131,31000,232,1.0
31133,31000,24,0.0
31135,31000,37,10.0
31137,31000,190,0.0
31139,31000,128,8.0
31141,31000,1279,5.0
31143,31000,141,1.0
31145,31000,118,0.0
31147,31000,75,2.0
31149,31000,51,1.0
31151,31000,803,2.0
31153,31000,4573,32.0
31155,31000,574,4.0
31157,31000,480,8.0
31159,31000,274,3.0
31161,31000,72,0.0
31163,31000,32,2.0
31165,31000,10,0.0
31167,31000,54,0.0
31169,31000,41,0.0
31171,31000,7,0.0
31173,31000,294,4.0
31175,31000,55,0.0
31177,31000,373,6.0
31179,31000,254,0.0
31181,31000,45,0.0
31183,31000,3,0.0
31185,31000,302,2.0
32001,32000,179,4.0
32003,32000,72742,1458.0
32005,32000,361,1.0
32007,32000,1112,11.0
32011,32000,10,0.0
32013,32000,150,4.0
32015,32000,89,1.0
32017,32000,18,0.0
32019,32000,521,10.0
32021,32000,14,0.0
32023,32000,578,16.0
32027,32000,23,0.0
32029,32000,16,0.0
32031,32000,10806,177.0
32033,32000,89,1.0
32510,32000,618,8.0
33001,33000,181,5.0
33003,33000,133,2.0
33005,33000,162,3.0
33007,33000,23,0.0
33009,33000,170,1.0
33011,33000,4939,303.0
33013,33000,698,24.0
33015,33000,2268,104.0
33017,33000,630,13.0
33019,33000,65,1.0
34001,34000,4543,261.0
34003,34000,23633,2050.0
34005,34000,7703,503.0
34007,34000,10643,616.0
34009,34000,1067,98.0
34011,34000,3890,160.0
34013,34000,22248,2134.0
34015,34000,5050,233.0
34017,34000,21506,1520.0
34019,34000,1520,126.0
34021,34000,8901,637.0
34023,34000,20754,1436.0
34025,34000,13112,868.0
34027,34000,8374,832.0
34029,34000,15644,1054.0
34031,34000,19909,1258.0
34033,34000,1130,88.0
34035,34000,6134,587.0
34037,34000,1620,197.0
34039,34000,18542,1362.0
34041,34000,1506,171.0
35001,35000,7926,183.0
35003,35000,9,1.0
35005,35000,1561,15.0
35006,35000,805,21.0
35007,35000,41,1.0
35009,35000,1117,8.0
35011,35000,1,0.0
35013,35000,4171,62.0
35015,35000,1046,16.0
35017,35000,147,2.0
35019,35000,37,1.0
35021,35000,1,0.0
35023,35000,108,2.0
35025,35000,1743,28.0
35027,35000,262,4.0
35028,35000,37,0.0
35029,35000,509,9.0
35031,35000,4429,260.0
35033,35000,9,0.0
35035,35000,1243,13.0
35037,35000,80,2.0
35039,35000,425,14.0
35041,35000,350,5.0
35043,35000,1556,43.0
35045,35000,3483,202.0
35047,35000,123,0.0
35049,35000,1241,8.0
35051,35000,67,1.0
35053,35000,144,6.0
35055,35000,161,4.0
35057,35000,135,1.0
35059,35000,42,2.0
35061,35000,704,4.0
36001,36000,3343,124.0
36003,36000,161,4.0
36007,36000,2607,86.0
36009,36000,367,14.0
36011,36000,259,3.0
36013,36000,748,4.0
36015,36000,1061,7.0
36017,36000,290,6.0
36019,36000,183,5.0
36021,36000,629,47.0
36023,36000,346,1.0
36025,36000,154,5.0
36027,36000,5281,163.0
36029,36000,12216,639.0
36031,36000,189,14.0
36033,36000,72,1.0
36035,36000,354,28.0
36037,36000,363,6.0
36039,36000,446,15.0
36041,36000,16,1.0
36043,36000,363,10.0
36045,36000,186,1.0
36049,36000,55,5.0
36051,36000,227,6.0
36053,36000,517,9.0
36055,36000,6517,260.0
36057,36000,249,9.0
36059,36000,48184,2205.0
36063,36000,1911,89.0
36065,36000,2558,126.0
36067,36000,4880,182.0
36069,36000,532,28.0
36071,36000,12998,416.0
36073,36000,355,55.0
36075,36000,566,3.0
36077,36000,362,4.0
36079,36000,1705,63.0
36083,36000,1002,42.0
36087,36000,16891,509.0
36089,36000,349,4.0
36091,36000,1174,15.0
36093,36000,1464,47.0
36095,36000,95,2.0
36097,36000,79,0.0
36099,36000,122,2.0
36101,36000,747,63.0
36103,36000,47630,2017.0
36105,36000,1659,37.0
36107,36000,371,25.0
36109,36000,507,0.0
36111,36000,2386,84.0
36113,36000,432,30.0
36115,36000,322,14.0
36117,36000,367,3.0
36119,36000,39117,1462.0
36121,36000,156,5.0
36123,36000,77,6.0
37001,37000,4555,59.0
37003,37000,623,8.0
37005,37000,258,1.0
37007,37000,678,8.0
37009,37000,336,1.0
37011,37000,475,0.0
37013,37000,1149,32.0
37015,37000,663,13.0
37017,37000,993,19.0
37019,37000,1915,30.0
37021,37000,3643,103.0
37023,37000,2407,45.0
37025,37000,4451,82.0
37027,37000,2032,19.0
37029,37000,129,3.0
37031,37000,932,5.0
37033,37000,528,5.0
37035,37000,3731,57.0
37037,37000,1825,60.0
37039,37000,711,12.0
37041,37000,472,5.0
37043,37000,157,3.0
37045,37000,2726,74.0
37047,37000,1535,59.0
37049,37000,2015,50.0
37051,37000,6262,88.0
37053,37000,209,4.0
37055,37000,312,3.0
37057,37000,3296,42.0
37059,37000,663,6.0
37061,37000,2617,54.0
37063,37000,8360,98.0
37065,37000,1661,52.0
37067,37000,7813,106.0
37069,37000,1350,31.0
37071,37000,6255,100.0
37073,37000,158,3.0
37075,37000,221,7.0
37077,37000,1855,50.0
37079,37000,782,7.0
37081,37000,10088,191.0
37083,37000,1185,23.0
37085,37000,2599,65.0
37087,37000,663,35.0
37089,37000,2250,66.0
37091,37000,833,34.0
37093,37000,1385,21.0
37095,37000,149,5.0
37097,37000,3418,34.0
37099,37000,777,7.0
37101,37000,5029,59.0
37103,37000,170,14.0
37105,37000,1866,16.0
37107,37000,1171,34.0
37109,37000,2043,16.0
37111,37000,1168,31.0
37113,37000,684,7.0
37115,37000,131,1.0
37117,37000,568,15.0
37119,37000,30818,374.0
37121,37000,177,4.0
37123,37000,1101,38.0
37125,37000,2045,36.0
37127,37000,2918,54.0
37129,37000,4751,35.0
37131,37000,513,17.0
37133,37000,2751,26.0
37135,37000,2874,57.0
37137,37000,294,2.0
37139,37000,797,33.0
37141,37000,1144,8.0
37143,37000,213,3.0
37145,37000,525,9.0
37147,37000,5593,35.0
37149,37000,356,11.0
37151,37000,3291,57.0
37153,37000,1201,23.0
37155,37000,5415,85.0
37157,37000,1605,17.0
37159,37000,3787,109.0
37161,37000,1487,51.0
37163,37000,2472,28.0
37165,37000,1464,18.0
37167,37000,2298,57.0
37169,37000,578,5.0
37171,37000,1530,26.0
37173,37000,196,3.0
37175,37000,366,9.0
37177,37000,118,3.0
37179,37000,5441,61.0
37181,37000,1119,46.0
37183,37000,19631,264.0
37185,37000,381,7.0
37187,37000,229,8.0
37189,37000,1232,2.0
37191,37000,3938,75.0
37193,37000,1488,36.0
37195,37000,2554,61.0
37197,37000,864,9.0
37199,37000,238,0.0
38001,38000,44,0.0
38003,38000,276,1.0
38005,38000,418,8.0
38007,38000,27,0.0
38009,38000,160,13.0
38011,38000,81,2.0
38013,38000,44,1.0
38015,38000,4970,64.0
38017,38000,6917,78.0
38019,38000,58,0.0
38021,38000,175,0.0
38023,38000,32,1.0
38025,38000,175,4.0
38027,38000,136,3.0
38029,38000,257,7.0
38031,38000,111,1.0
38033,38000,91,0.0
38035,38000,2777,14.0
38037,38000,53,1.0
38039,38000,66,1.0
38041,38000,84,1.0
38043,38000,68,1.0
38045,38000,137,3.0
38047,38000,101,0.0
38049,38000,123,9.0
38051,38000,129,4.0
38053,38000,379,3.0
38055,38000,383,5.0
38057,38000,290,2.0
38059,38000,1728,44.0
38061,38000,374,6.0
38063,38000,134,3.0
38065,38000,52,0.0
38067,38000,146,0.0
38069,38000,42,0.0
38071,38000,358,3.0
38073,38000,104,0.0
38075,38000,93,2.0
38077,38000,295,3.0
38079,38000,261,7.0
38081,38000,103,1.0
38083,38000,20,1.0
38085,38000,204,3.0
38087,38000,11,0.0
38089,38000,2089,25.0
38091,38000,31,0.0
38093,38000,632,4.0
38095,38000,55,0.0
38097,38000,173,2.0
38099,38000,293,2.0
38101,38000,1633,22.0
38103,38000,63,0.0
38105,38000,1491,10.0
39001,39000,180,6.0
39003,39000,1819,72.0
39005,39000,351,5.0
39007,39000,692,48.0
39009,39000,1073,2.0
39011,39000,823,16.0
39013,39000,749,27.0
39015,39000,334,3.0
39017,39000,7423,118.0
39019,39000,177,7.0
39021,39000,361,3.0
39023,39000,2197,52.0
39025,39000,2130,36.0
39027,39000,377,13.0
39029,39000,2042,86.0
39031,39000,276,11.0
39033,39000,353,7.0
39035,39000,18711,670.0
39037,39000,1035,50.0
39039,39000,418,13.0
39041,39000,2662,26.0
39043,39000,1075,52.0
39045,39000,2437,56.0
39047,39000,386,7.0
39049,39000,29698,635.0
39051,39000,432,4.0
39053,39000,252,13.0
39055,39000,781,50.0
39057,39000,1951,39.0
39059,39000,228,8.0
39061,39000,15140,337.0
39063,39000,909,18.0
39065,39000,296,13.0
39067,39000,72,3.0
39069,39000,417,17.0
39071,39000,339,4.0
39073,39000,187,9.0
39075,39000,491,10.0
39077,39000,674,9.0
39079,39000,365,7.0
39081,39000,412,4.0
39083,39000,327,15.0
39085,39000,1777,57.0
39087,39000,831,24.0
39089,39000,2248,65.0
39091,39000,365,3.0
39093,39000,2528,89.0
39095,39000,7879,370.0
39097,39000,981,14.0
39099,39000,3425,283.0
39101,39000,3281,48.0
39103,39000,1676,42.0
39105,39000,198,12.0
39107,39000,1363,27.0
39109,39000,1819,56.0
39111,39000,124,18.0
39113,39000,9302,183.0
39115,39000,61,0.0
39117,39000,303,2.0
